Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-05-28 09:30:00-04:00,191.53199768066406,192.8300018310547,191.0399932861328,191.9199981689453,7410792,0.0,0.0
2024-05-28 09:45:00-04:00,191.91000366210938,191.9199981689453,190.33999633789062,191.0500030517578,3549357,0.0,0.0
2024-05-28 10:00:00-04:00,191.0500030517578,191.99000549316406,191.0,191.6999969482422,2341824,0.0,0.0
2024-05-28 10:15:00-04:00,191.7100067138672,192.10000610351562,191.30999755859375,191.63999938964844,2094855,0.0,0.0
2024-05-28 10:30:00-04:00,191.6300048828125,191.77000427246094,191.13009643554688,191.3730010986328,1345639,0.0,0.0
2024-05-28 10:45:00-04:00,191.3800048828125,191.77000427246094,191.3000030517578,191.64500427246094,1440190,0.0,0.0
2024-05-28 11:00:00-04:00,191.66000366210938,191.6699981689453,191.30999755859375,191.49000549316406,1167406,0.0,0.0
2024-05-28 11:15:00-04:00,191.49000549316406,191.75999450683594,191.3946075439453,191.6199951171875,1055137,0.0,0.0
2024-05-28 11:30:00-04:00,191.61000061035156,191.9499969482422,191.52000427246094,191.52000427246094,1261107,0.0,0.0
2024-05-28 11:45:00-04:00,191.52000427246094,191.72000122070312,191.38999938964844,191.47500610351562,969484,0.0,0.0
2024-05-28 12:00:00-04:00,191.47000122070312,191.75999450683594,191.35000610351562,191.62399291992188,1176299,0.0,0.0
2024-05-28 12:15:00-04:00,191.6199951171875,191.6199951171875,191.05999755859375,191.2550048828125,974890,0.0,0.0
2024-05-28 12:30:00-04:00,191.2501983642578,191.3300018310547,191.05999755859375,191.29660034179688,739821,0.0,0.0
2024-05-28 12:45:00-04:00,191.3000030517578,191.45899963378906,191.19009399414062,191.30569458007812,862274,0.0,0.0
2024-05-28 13:00:00-04:00,191.30499267578125,191.3498992919922,191.0800018310547,191.2100067138672,792807,0.0,0.0
2024-05-28 13:15:00-04:00,191.2187042236328,191.35000610351562,190.86000061035156,190.875,810156,0.0,0.0
2024-05-28 13:30:00-04:00,190.875,190.9600067138672,190.6999969482422,190.7100067138672,938969,0.0,0.0
2024-05-28 13:45:00-04:00,190.70010375976562,190.7100067138672,190.19000244140625,190.32220458984375,1232514,0.0,0.0
2024-05-28 14:00:00-04:00,190.3300018310547,190.47999572753906,190.18499755859375,190.1999969482422,1052731,0.0,0.0
2024-05-28 14:15:00-04:00,190.2100067138672,190.2100067138672,189.64999389648438,189.72979736328125,1542003,0.0,0.0
2024-05-28 14:30:00-04:00,189.72500610351562,189.75990295410156,189.10000610351562,189.535400390625,1564863,0.0,0.0
2024-05-28 14:45:00-04:00,189.5399932861328,189.75999450683594,189.3699951171875,189.72000122070312,1167712,0.0,0.0
2024-05-28 15:00:00-04:00,189.72000122070312,189.8699951171875,189.47999572753906,189.76409912109375,1106016,0.0,0.0
2024-05-28 15:15:00-04:00,189.75999450683594,189.85740661621094,189.50999450683594,189.53280639648438,1305898,0.0,0.0
2024-05-28 15:30:00-04:00,189.53799438476562,189.74000549316406,189.49119567871094,189.52479553222656,1343811,0.0,0.0
2024-05-28 15:45:00-04:00,189.52000427246094,190.10000610351562,189.3300018310547,190.10000610351562,3647286,0.0,0.0
2024-05-29 09:30:00-04:00,189.50999450683594,191.38999938964844,189.50999450683594,191.0850067138672,5302912,0.0,0.0
2024-05-29 09:45:00-04:00,191.08999633789062,192.2469940185547,191.0399932861328,191.79989624023438,3728690,0.0,0.0
2024-05-29 10:00:00-04:00,191.78500366210938,192.1300048828125,191.5800018310547,192.04600524902344,1996462,0.0,0.0
2024-05-29 10:15:00-04:00,192.0500030517578,192.08999633789062,191.35000610351562,191.85000610351562,1940626,0.0,0.0
2024-05-29 10:30:00-04:00,191.84890747070312,192.19000244140625,191.6999969482422,191.9600067138672,1882937,0.0,0.0
2024-05-29 10:45:00-04:00,191.9600067138672,192.24000549316406,191.77000427246094,192.17959594726562,2093360,0.0,0.0
2024-05-29 11:00:00-04:00,192.1699981689453,192.1750030517578,191.2899932861328,191.40499877929688,1477261,0.0,0.0
2024-05-29 11:15:00-04:00,191.40499877929688,191.5500030517578,191.125,191.48370361328125,1366302,0.0,0.0
2024-05-29 11:30:00-04:00,191.48500061035156,191.55999755859375,191.0800018310547,191.19500732421875,1033777,0.0,0.0
2024-05-29 11:45:00-04:00,191.19500732421875,191.50999450683594,191.10000610351562,191.4499969482422,1073137,0.0,0.0
2024-05-29 12:00:00-04:00,191.44650268554688,191.65809631347656,191.27000427246094,191.44639587402344,915419,0.0,0.0
2024-05-29 12:15:00-04:00,191.4550018310547,191.77999877929688,191.42709350585938,191.75999450683594,1623938,0.0,0.0
2024-05-29 12:30:00-04:00,191.7624969482422,191.8000030517578,191.5030059814453,191.6750030517578,627116,0.0,0.0
2024-05-29 12:45:00-04:00,191.6750030517578,192.02999877929688,191.6649932861328,191.893798828125,1098079,0.0,0.0
2024-05-29 13:00:00-04:00,191.89500427246094,192.01499938964844,191.57000732421875,191.59280395507812,875823,0.0,0.0
2024-05-29 13:15:00-04:00,191.5800018310547,191.8000030517578,191.55050659179688,191.7949981689453,661483,0.0,0.0
2024-05-29 13:30:00-04:00,191.7899932861328,191.83200073242188,191.47000122070312,191.5,728059,0.0,0.0
2024-05-29 13:45:00-04:00,191.50999450683594,191.97000122070312,191.49000549316406,191.77999877929688,1190796,0.0,0.0
2024-05-29 14:00:00-04:00,191.77499389648438,191.77499389648438,191.52999877929688,191.5399932861328,1275825,0.0,0.0
2024-05-29 14:15:00-04:00,191.53500366210938,191.6699981689453,191.30999755859375,191.5601043701172,971415,0.0,0.0
2024-05-29 14:30:00-04:00,191.55999755859375,191.6300048828125,191.19500732421875,191.27999877929688,1330096,0.0,0.0
2024-05-29 14:45:00-04:00,191.27000427246094,191.3300018310547,191.1199951171875,191.22000122070312,1147065,0.0,0.0
2024-05-29 15:00:00-04:00,191.21139526367188,191.26499938964844,190.72000122070312,191.07989501953125,1176521,0.0,0.0
2024-05-29 15:15:00-04:00,191.0749969482422,191.22000122070312,190.8000030517578,191.13999938964844,1062627,0.0,0.0
2024-05-29 15:30:00-04:00,191.13999938964844,191.2100067138672,190.77499389648438,190.80999755859375,1164918,0.0,0.0
2024-05-29 15:45:00-04:00,190.80999755859375,190.92999267578125,189.95989990234375,190.3699951171875,5771086,0.0,0.0
2024-05-30 09:30:00-04:00,191.0811004638672,192.10000610351562,190.6300048828125,191.9550018310547,4836152,0.0,0.0
2024-05-30 09:45:00-04:00,191.97500610351562,192.02000427246094,190.72000122070312,190.88999938964844,2286123,0.0,0.0
2024-05-30 10:00:00-04:00,190.88999938964844,191.2198944091797,190.67999267578125,191.14999389648438,2263704,0.0,0.0
2024-05-30 10:15:00-04:00,191.13999938964844,191.625,191.0,191.44500732421875,1806498,0.0,0.0
2024-05-30 10:30:00-04:00,191.4499969482422,191.4600067138672,191.01499938964844,191.02000427246094,1682096,0.0,0.0
2024-05-30 10:45:00-04:00,191.02999877929688,191.47000122070312,191.0,191.24330139160156,1340124,0.0,0.0
2024-05-30 11:00:00-04:00,191.25,191.77890014648438,191.25,191.5850067138672,1363539,0.0,0.0
2024-05-30 11:15:00-04:00,191.5800018310547,191.8249969482422,191.44000244140625,191.69500732421875,1147459,0.0,0.0
2024-05-30 11:30:00-04:00,191.6699981689453,191.75,191.3699951171875,191.55999755859375,831463,0.0,0.0
2024-05-30 11:45:00-04:00,191.5850067138672,191.69000244140625,191.42010498046875,191.46499633789062,637030,0.0,0.0
2024-05-30 12:00:00-04:00,191.4600067138672,191.63999938964844,191.10000610351562,191.3300018310547,758572,0.0,0.0
2024-05-30 12:15:00-04:00,191.32000732421875,191.5800018310547,191.1999969482422,191.25999450683594,748774,0.0,0.0
2024-05-30 12:30:00-04:00,191.25999450683594,191.63999938964844,191.2050018310547,191.49000549316406,677786,0.0,0.0
2024-05-30 12:45:00-04:00,191.48500061035156,191.75,191.45030212402344,191.7480010986328,723620,0.0,0.0
